index,expected,baseline_status,baseline_time,improved_status,improved_time,formula
521,not_proved,not_proved,1.8625054508447647e-05,not_proved,4.0582846850156784e-05,(((D → D) ∧ (D ∧ A)) ∨ ((B ∨ E) ∧ (A → C)))
522,valid,valid,3.4170225262641907e-06,valid,7.666880264878273e-06,(((B ∧ ⊤) ∧ ¬B) → ((B ∧ ⊤) ∧ ¬B))
523,not_proved,not_proved,1.0082963854074478e-05,not_proved,2.133403904736042e-05,(¬(D → A) ∧ ((D ∨ D) ∨ ¬A))
524,valid,valid,8.082948625087738e-06,valid,1.916615292429924e-05,((¬((A → C) ∧ (A ∧ E)) ∧ (((A ∧ E) → (E → E)) → ((E ∧ A) ∧ (E ∧ D)))) → ¬((A → C) ∧ (A ∧ E)))
525,valid,valid,1.837499439716339e-05,valid,4.3250154703855515e-05,(((¬E → (C ∨ D)) ∧ ((C ∨ D) → ¬C)) → (¬E → ¬C))
526,valid,valid,4.6708155423402786e-05,valid,0.00010808301158249378,((¬(A ∨ ⊥) → (D ∧ (B ∨ B))) → (¬(D ∧ (B ∨ B)) → ¬¬(A ∨ ⊥)))
527,valid,valid,2.050003968179226e-05,valid,5.908310413360596e-05,"((((P(a, b) ∧ ⊥) → ∃x.Q(x)) ∨ ((P(c) ∧ Q(a)) ∨ (R(a) ∧ R(a)))) ∧ (⊥ → ((R(a, b) → Q(b)) ∧ ∃x.R(x, a))))"
528,not_proved,not_proved,2.4833017960190773e-05,not_proved,6.0416990891098976e-05,((((C ∧ A) → (⊤ ∨ ⊥)) ∨ ¬(A → D)) → ((E → (D ∨ D)) ∧ ((E → E) → (B ∨ A))))
529,valid,valid,5.834037438035011e-06,valid,9.790994226932526e-06,((¬C ∨ (B → C)) ∨ C)
530,not_proved,not_proved,1.00000761449337e-05,not_proved,1.8707942217588425e-05,((C ∨ B) → (B → C))
531,not_proved,not_proved,4.070904105901718e-05,not_proved,0.0001239171251654625,"(((∃z.P(a, c) ∨ ∃x.Q(x, c)) → ((P(a, b) ∨ Q(a)) ∨ (Q(c, c) ∧ R(a, b)))) ∨ ¬(Q(b, b) ∨ (Q(a) ∧ Q(c))))"
532,valid,valid,1.2709060683846474e-05,valid,2.6292167603969574e-05,(((D → E) ∧ ((D → E) → ¬E)) → ¬E)
533,not_proved,not_proved,4.537496715784073e-05,not_proved,0.00011558318510651588,"(∃x.∃y.(P(c) ∧ Q(x, a)) → ((Q(a) → (R(b, a) ∧ P(c, b))) ∧ (∀y.Q(b) ∨ (Q(b, a) ∧ R(b, c)))))"
534,valid,valid,5.208887159824371e-06,valid,9.833136573433876e-06,((D → D) → ((D → D) ∨ (D ∧ C)))
535,not_proved,not_proved,8.833128958940506e-06,not_proved,1.4750054106116295e-05,((C → A) ∨ (D ∨ ⊥))
536,valid,valid,9.333016350865364e-06,valid,1.9249971956014633e-05,((C ∧ B) → ((C ∧ B) ∨ (E ∧ B)))
537,not_proved,not_proved,7.790978997945786e-06,not_proved,1.8916791304945946e-05,"((P(c) ∨ ⊥) ∧ ∀z.R(a, z))"
538,valid,valid,2.6875175535678864e-05,valid,4.02920413762331e-05,(((D ∧ B) ∧ ((D ∧ B) → (C ∧ C))) → (C ∧ C))
539,valid,valid,6.041955202817917e-06,valid,1.0832911357283592e-05,(((E ∨ E) ∧ (D ∧ E)) → D)
540,not_proved,not_proved,9.33278352022171e-06,not_proved,2.5041168555617332e-05,"((Q(c) → Q(b, b)) ∧ ¬P(b))"
541,not_proved,not_proved,9.458046406507492e-06,not_proved,1.5999889001250267e-05,((B ∨ C) ∨ (B ∧ C))
542,valid,valid,0.00010029110126197338,valid,0.00018554204143583775,(((((B ∧ A) → (A ∧ A)) → (D ∧ ¬E)) ∧ ((D ∧ ¬E) → (¬D ∨ ¬C))) → (((B ∧ A) → (A ∧ A)) → (¬D ∨ ¬C)))
543,not_proved,not_proved,7.875030860304832e-06,not_proved,1.650000922381878e-05,"(∀y.⊥ ∧ (Q(b) → R(b, c)))"
544,valid,valid,5.042180418968201e-06,valid,1.1082971468567848e-05,(¬(D ∨ D) → (¬(D ∨ D) ∨ (¬E → (B ∨ D))))
545,not_proved,not_proved,1.2292061001062393e-05,not_proved,2.933293581008911e-05,"¬((P(c, c) ∨ P(a)) ∧ (⊤ ∧ P(b)))"
546,not_proved,not_proved,3.104214556515217e-05,not_proved,0.00013562501408159733,"(¬(Q(b, c) ∨ (R(c, c) → P(c, a))) → (¬(R(b, c) → P(b, a)) ∧ ∃z.(P(a, c) ∧ R(z, z))))"
547,valid,valid,6.500165909528732e-06,valid,1.0708114132285118e-05,(¬¬C → C)
548,valid,valid,3.375113010406494e-06,valid,8.084112778306007e-06,(((B ∧ E) ∨ (A ∧ A)) → ((B ∧ E) ∨ (A ∧ A)))
549,not_proved,not_proved,1.74578744918108e-05,not_proved,4.4582877308130264e-05,((((D ∧ E) ∧ (D ∧ B)) ∧ ((B → B) → (⊤ → ⊥))) ∧ (¬A → ((B ∧ D) ∧ (E ∨ C))))
550,not_proved,not_proved,1.495913602411747e-05,not_proved,2.7458881959319115e-05,"∀y.((⊥ ∧ ⊤) ∧ ∃y.Q(b, b))"
551,valid,valid,7.834052667021751e-06,valid,1.7167069017887115e-05,(¬¬((E → B) → ¬C) → ((E → B) → ¬C))
552,valid,valid,5.2541960030794144e-05,valid,0.0001280840951949358,((((E ∨ A) → ¬E) ∧ (¬E → (E ∧ D))) → ((E ∨ A) → (E ∧ D)))
553,not_proved,not_proved,1.9124941900372505e-05,not_proved,4.38750721514225e-05,((C ∧ ((A ∨ D) ∧ E)) ∨ (B ∨ ((A ∧ E) ∨ (E ∧ B))))
554,not_proved,not_proved,6.458023563027382e-06,not_proved,1.154094934463501e-05,¬¬¬E
555,not_proved,not_proved,9.37492586672306e-06,not_proved,1.8750084564089775e-05,¬((C → A) → (E ∨ C))
556,not_proved,not_proved,9.292038157582283e-06,not_proved,1.6541918739676476e-05,(((D ∨ ⊥) ∧ (A ∨ ⊥)) ∨ B)
557,not_proved,not_proved,1.2040836736559868e-05,not_proved,3.054086118936539e-05,(((C → E) ∨ (A → A)) ∧ (¬C → D))
558,valid,valid,6.4999330788850784e-06,valid,1.4292076230049133e-05,((((E ∨ A) → (⊥ ∧ B)) → ((⊤ ∧ A) ∨ C)) ∨ ¬(((E ∨ A) → (⊥ ∧ B)) → ((⊤ ∧ A) ∨ C)))
559,valid,valid,1.837499439716339e-05,valid,5.429098382592201e-05,(((A → ¬⊥) ∧ (¬⊥ → (E ∨ D))) → (A → (E ∨ D)))
560,not_proved,not_proved,9.334180504083633e-06,not_proved,1.900014467537403e-05,¬((B → D) → (A ∧ B))
561,not_proved,not_proved,6.9160014390945435e-06,not_proved,1.4750054106116295e-05,((E → D) ∧ (A ∧ ⊤))
562,valid,valid,4.499917849898338e-06,valid,9.542098268866539e-06,((E → A) → ((E → A) ∨ (⊥ ∧ C)))
563,valid,valid,4.245806485414505e-05,valid,0.00010887510143220425,((((A ∨ E) → E) → ((D ∨ A) ∧ (A ∧ C))) → (¬((D ∨ A) ∧ (A ∧ C)) → ¬((A ∨ E) → E)))
564,valid,valid,5.37489540874958e-06,valid,1.1916039511561394e-05,((¬E ∨ (C → E)) → ((¬E ∨ (C → E)) ∨ (¬D → (B ∧ E))))
565,not_proved,not_proved,1.1124880984425545e-05,not_proved,2.6167137548327446e-05,"((Q(a, c) → P(b, c)) ∨ (⊤ → R(c)))"
566,valid,valid,9.667128324508667e-06,valid,1.887488178908825e-05,(¬¬(E ∨ B) → (E ∨ B))
567,valid,valid,5.250098183751106e-06,valid,1.0875053703784943e-05,(¬¬(A ∧ A) → (A ∧ A))
568,valid,valid,1.7791055142879486e-05,valid,5.02921175211668e-05,((¬(B ∧ A) ∧ ((⊥ → C) ∨ (C ∨ D))) → ((((B ∧ B) ∨ (B → C)) → ((B ∧ ⊥) ∨ (⊥ → C))) ∨ (¬(B ∧ A) ∧ ((⊥ → C) ∨ (C ∨ D)))))
569,not_proved,not_proved,2.874992787837982e-06,not_proved,5.458947271108627e-06,¬C
570,valid,valid,5.9416983276605606e-05,valid,6.216717883944511e-05,((((E → E) → (B → E)) ∧ ((B → E) → ¬C)) → ((E → E) → ¬C))
571,valid,valid,6.666872650384903e-06,valid,1.1707888916134834e-05,¬(¬D ∧ (E ∧ D))
572,not_proved,not_proved,2.8582988306879997e-05,not_proved,6.900005973875523e-05,((((C ∨ ⊤) ∧ (B ∧ D)) ∧ (⊤ ∧ ¬B)) ∨ (((A ∧ E) → (B ∨ A)) ∧ ¬¬A))
573,not_proved,not_proved,2.74579506367445e-05,not_proved,6.333412602543831e-05,((((A ∧ ⊥) ∧ (B ∧ ⊤)) ∨ ((A ∨ D) → (D → A))) ∨ ¬(D ∨ (D → B)))
574,valid,valid,2.158316783607006e-05,valid,3.6207959055900574e-05,((C → (B ∧ B)) → (¬(B ∧ B) → ¬C))
575,not_proved,not_proved,7.95908272266388e-06,not_proved,1.5125144273042679e-05,(¬E ∨ (D ∧ B))
576,valid,valid,7.2498805820941925e-06,valid,1.5625031664967537e-05,(((B ∨ E) ∧ ((B ∨ E) → (E → E))) → (E → E))
577,not_proved,not_proved,2.1042069420218468e-05,not_proved,4.6208035200834274e-05,((((C → B) ∧ A) ∨ ((D ∧ E) ∧ ¬A)) ∧ ((D → (B ∧ ⊥)) ∧ ((B → E) ∧ (A → E))))
578,valid,valid,4.52499371021986e-05,valid,7.983320392668247e-05,((((B ∧ ⊤) ∧ (B ∨ B)) ∨ (¬D → ¬E)) ∨ ¬(((B ∧ ⊤) ∧ (B ∨ B)) ∨ (¬D → ¬E)))
579,not_proved,not_proved,2.5124987587332726e-05,not_proved,6.35830219835043e-05,"∀z.¬((P(b, z) ∨ R(z, z)) ∧ (Q(z, z) → P(b, z)))"
580,valid,valid,0.00011483300477266312,valid,0.00032958295196294785,(((((B ∨ C) ∨ (C ∨ C)) ∨ ((A ∧ A) ∧ (⊥ ∨ D))) → (((A ∨ E) ∨ (⊥ ∧ A)) ∨ C)) → (¬(((A ∨ E) ∨ (⊥ ∧ A)) ∨ C) → ¬(((B ∨ C) ∨ (C ∨ C)) ∨ ((A ∧ A) ∧ (⊥ ∨ D)))))
581,not_proved,not_proved,9.041978046298027e-06,not_proved,1.737498678267002e-05,((E ∧ D) ∨ (A ∧ D))
582,valid,valid,4.37488779425621e-06,valid,8.95792618393898e-06,(((⊤ → B) → (E → C)) ∨ ¬((⊤ → B) → (E → C)))
583,valid,valid,3.7499703466892242e-06,valid,6.791902706027031e-06,((⊥ → A) ∨ (C ∧ B))
584,not_proved,not_proved,1.637497916817665e-05,not_proved,4.116701893508434e-05,"(((P(c, a) → P(a)) → ∀y.R(c)) ∧ P(b))"
585,not_proved,not_proved,9.333016350865364e-06,not_proved,1.5999889001250267e-05,∀x.¬(⊤ ∨ ⊥)
586,valid,valid,6.083864718675613e-06,valid,1.5041092410683632e-05,(¬(¬E → (⊤ ∨ C)) → (((A ∨ (D ∨ E)) → (¬A → ⊤)) ∨ ¬(¬E → (⊤ ∨ C))))
587,not_proved,not_proved,1.712515950202942e-05,not_proved,5.370820872485638e-05,"(((R(b) → R(a)) ∨ (P(b) → Q(a, a))) ∧ (¬R(a, c) ∧ (P(c, a) → Q(b))))"
588,not_proved,not_proved,9.458046406507492e-06,not_proved,1.8208054825663567e-05,¬(¬¬A → A)
589,valid,valid,4.666857421398163e-06,valid,9.125098586082458e-06,(((E ∧ ⊥) ∧ (⊤ → D)) → (E ∧ ⊥))
590,not_proved,not_proved,1.8584076315164566e-05,not_proved,3.720889799296856e-05,(((B → A) ∧ (D ∨ B)) → (C ∨ (⊤ → E)))
591,valid,valid,7.417052984237671e-06,valid,1.6958219930529594e-05,(¬¬((E → D) → ¬B) → ((E → D) → ¬B))
592,not_proved,not_proved,2.624932676553726e-06,not_proved,6.709014996886253e-06,"Q(a, c)"
593,not_proved,not_proved,1.0041985660791397e-05,not_proved,1.8999911844730377e-05,(((C → ⊥) ∧ (C ∨ A)) ∨ E)
594,valid,valid,2.7918722480535507e-06,valid,6.250105798244476e-06,(¬(B → C) → ¬(B → C))
595,valid,valid,4.600011743605137e-05,valid,0.00012258300557732582,(¬¬(((⊥ → ⊥) ∧ (E → A)) ∨ ((A → ⊤) → ¬E)) → (((⊥ → ⊥) ∧ (E → A)) ∨ ((A → ⊤) → ¬E)))
596,not_proved,not_proved,8.832896128296852e-06,not_proved,1.7208978533744812e-05,¬((D → A) → E)
597,valid,valid,4.666857421398163e-06,valid,9.292038157582283e-06,(¬C → (¬C ∨ ¬(B ∧ ⊥)))
598,valid,valid,5.541834980249405e-06,valid,1.2040836736559868e-05,(¬(⊥ ∨ ⊤) → (¬(⊥ ∨ ⊤) ∨ ((A → ⊥) → (B ∧ B))))
599,not_proved,not_proved,2.2541964426636696e-05,not_proved,4.287483170628548e-05,((((E → B) ∨ (A → A)) ∧ ((⊥ ∧ C) ∨ (E → B))) ∨ D)
600,valid,valid,4.999805241823196e-06,valid,7.708091288805008e-06,¬∃z.⊥
601,not_proved,not_proved,2.88328155875206e-05,not_proved,6.899982690811157e-05,((((D ∧ E) ∨ (E ∧ D)) ∧ ((B ∧ E) → (C ∧ C))) ∨ ((⊤ → (D → A)) ∧ ((D → D) ∨ (A ∨ A))))
602,valid,valid,3.6659184843301773e-06,valid,1.1416850611567497e-05,(¬B ∨ ¬¬B)
603,not_proved,not_proved,7.666880264878273e-06,not_proved,1.6750069335103035e-05,¬(⊥ → ((D ∧ A) ∨ (C ∨ E)))
604,valid,valid,4.6083005145192146e-05,valid,0.00010737497359514236,(¬¬(((D → ⊥) ∨ E) ∨ ((B ∧ ⊤) ∨ (A ∨ A))) → (((D → ⊥) ∨ E) ∨ ((B ∧ ⊤) ∨ (A ∨ A))))
605,valid,valid,8.290866389870644e-06,valid,1.550000160932541e-05,(((⊤ ∧ E) ∧ ¬E) → (¬D → (B ∨ C)))
606,not_proved,not_proved,1.1750031262636185e-05,not_proved,2.487492747604847e-05,(¬(A ∧ D) → ¬(B → C))
607,valid,valid,4.00003045797348e-06,valid,7.875030860304832e-06,((E ∨ ⊥) → (C → ⊤))
608,not_proved,not_proved,6.292015314102173e-06,not_proved,1.5541911125183105e-05,¬(R(c) ∨ Q(c))
609,not_proved,not_proved,6.959075108170509e-06,not_proved,1.2375181540846825e-05,(¬B → (C → B))
610,valid,valid,5.00003807246685e-06,valid,8.458038792014122e-06,(E ∨ ((D → B) ∨ ¬E))
611,not_proved,not_proved,2.291053533554077e-06,not_proved,5.832873284816742e-06,"R(c, c)"
612,valid,valid,2.7918722480535507e-06,valid,6.458954885601997e-06,(((E ∧ E) → ¬A) → ((E ∧ E) → ¬A))
613,not_proved,not_proved,6.3749030232429504e-06,not_proved,1.3834098353981972e-05,((E ∧ B) ∧ ¬A)
614,not_proved,not_proved,6.542075425386429e-06,not_proved,1.4291144907474518e-05,((E ∧ D) ∧ (A ∨ C))
615,not_proved,not_proved,1.8832972273230553e-05,not_proved,3.3833784982562065e-05,(((B → D) ∨ (D → A)) ∧ ¬(B → C))
616,valid,valid,4.790956154465675e-06,valid,9.458977729082108e-06,((A → E) → ((B ∨ A) ∨ (A → E)))
617,not_proved,not_proved,1.4042016118764877e-05,not_proved,3.7833116948604584e-05,"¬¬((R(b, a) ∧ Q(c, c)) ∧ ¬P(b, b))"
618,valid,valid,3.4170225262641907e-06,valid,6.0407910495996475e-06,(C ∨ ¬C)
619,valid,valid,3.900006413459778e-05,valid,7.062498480081558e-05,((((E ∨ D) → (D → E)) ∧ ((D → E) → ¬E)) → ((E ∨ D) → ¬E))
620,valid,valid,9.665964171290398e-06,valid,3.374996595084667e-05,((C ∧ A) → ((B ∧ E) ∨ (C ∧ A)))
621,not_proved,not_proved,1.2334203347563744e-05,not_proved,3.070896491408348e-05,"((Q(a) ∧ R(a, a)) → (P(b) → R(c, b)))"
622,valid,valid,7.125083357095718e-06,valid,1.708301715552807e-05,((¬(A → B) → ¬¬D) → ((¬(A → B) → ¬¬D) ∨ (E ∨ ((B → C) ∨ (B → D)))))
623,not_proved,not_proved,1.2708129361271858e-05,not_proved,3.2916897907853127e-05,"((¬R(a, b) ∨ ¬P(c)) ∧ (⊥ → ∃z.R(a, z)))"
624,valid,valid,2.6041874662041664e-05,valid,8.199992589652538e-05,(((¬(E → D) ∨ ¬(E → B)) ∧ ((¬(E → D) ∨ ¬(E → B)) → (((B → D) ∨ (B ∨ ⊥)) ∧ ((⊥ → D) ∨ ¬A)))) → (((B → D) ∨ (B ∨ ⊥)) ∧ ((⊥ → D) ∨ ¬A)))
625,valid,valid,4.916917532682419e-06,valid,8.624978363513947e-06,((E ∧ E) → (⊤ ∨ ⊥))
626,not_proved,not_proved,4.62518073618412e-06,not_proved,7.916940376162529e-06,¬(E ∧ C)
627,not_proved,not_proved,6.4158812165260315e-06,not_proved,1.7291167750954628e-05,"(¬R(a) ∧ (P(a, b) ∧ Q(c)))"
628,valid,valid,3.4170225262641907e-06,valid,6.4999330788850784e-06,((D ∧ A) ∨ ¬(D ∧ A))
629,not_proved,not_proved,2.500135451555252e-06,not_proved,1.1415919288992882e-05,"Q(b, b)"
630,not_proved,not_proved,1.616613008081913e-05,not_proved,3.3542048186063766e-05,"((Q(b, b) → P(b, a)) ∨ (Q(a, a) ∧ ⊤))"
631,valid,valid,4.708068445324898e-06,valid,9.250128641724586e-06,(((A → D) ∧ (D ∨ A)) → (A → D))
632,not_proved,not_proved,9.208917617797852e-06,not_proved,1.9458122551441193e-05,¬((C → D) ∨ ¬D)
633,valid,valid,4.250090569257736e-06,valid,8.290866389870644e-06,(¬⊤ → (¬C ∨ ¬⊤))
634,valid,valid,4.708068445324898e-06,valid,9.95909795165062e-06,(((⊤ → B) ∧ (C ∧ D)) ∨ ¬((⊤ → B) ∧ (C ∧ D)))
635,not_proved,not_proved,1.4707911759614944e-05,not_proved,3.341701813042164e-05,(¬(¬⊥ → (A ∧ C)) ∧ (¬¬D ∨ ((C → ⊤) ∨ (B → E))))
636,valid,valid,0.00016608298756182194,valid,0.0007602921687066555,((((((E → ⊤) → (A ∧ B)) ∨ ¬(E ∨ E)) → (E → ((A ∨ E) ∨ (D ∨ E)))) ∧ ((E → ((A ∨ E) ∨ (D ∨ E))) → (¬B → ((⊤ ∧ C) ∧ (C ∧ B))))) → ((((E → ⊤) → (A ∧ B)) ∨ ¬(E ∨ E)) → (¬B → ((⊤ ∧ C) ∧ (C ∧ B)))))
637,not_proved,not_proved,2.0666979253292084e-05,not_proved,4.8250192776322365e-05,((¬(A ∨ C) ∨ ((B ∨ ⊤) ∧ (E ∨ A))) ∧ ¬¬(A ∧ C))
638,valid,valid,2.0541949197649956e-05,valid,0.0001324580516666174,(((B → (((E ∨ E) → (A ∨ ⊥)) ∧ (¬E ∨ (E ∨ ⊤)))) ∧ ((((E ∨ E) → (A ∨ ⊥)) ∧ (¬E ∨ (E ∨ ⊤))) → (¬(C ∨ B) → (¬C ∧ (B ∨ D))))) → (B → (¬(C ∨ B) → (¬C ∧ (B ∨ D)))))
639,valid,valid,5.333917215466499e-06,valid,1.1541182175278664e-05,"(¬⊤ → (Q(c, a) → P(b)))"
640,valid,valid,1.037493348121643e-05,valid,3.100000321865082e-05,(¬(⊥ ∨ D) ∨ ((E ∨ E) → D))
641,not_proved,not_proved,3.3329706639051437e-06,not_proved,7.458031177520752e-06,"P(b, c)"
642,valid,valid,3.916909918189049e-06,valid,9.125098586082458e-06,((B ∨ D) ∨ (E ∨ ⊤))
643,not_proved,not_proved,9.00006853044033e-06,not_proved,2.1042069420218468e-05,((E ∧ (E ∨ A)) ∧ ((E ∧ B) ∧ (E ∧ B)))
644,valid,valid,6.2498729676008224e-06,valid,1.133396290242672e-05,(¬D → (B → ⊤))
645,not_proved,not_proved,3.445800393819809e-05,not_proved,0.00010187504813075066,"((∃z.¬Q(z, z) ∨ (∀x.Q(b) ∨ (⊥ ∨ Q(c)))) → (((R(c) → R(b)) ∧ (P(a, b) → R(a))) ∧ ∃z.(Q(c, c) ∧ P(c, z))))"
646,not_proved,not_proved,1.808302477002144e-05,not_proved,4.037492908537388e-05,(¬((A ∧ E) ∧ ¬B) → ¬((D ∨ A) → (⊥ ∧ ⊥)))
647,not_proved,not_proved,6.1248429119586945e-06,not_proved,1.2415926903486252e-05,((E ∨ B) ∧ (B ∨ E))
648,valid,valid,0.00010633282363414764,valid,0.00019808299839496613,((((⊤ ∧ ⊤) ∨ (B → E)) → (¬D ∧ (E → D))) → (¬(¬D ∧ (E → D)) → ¬((⊤ ∧ ⊤) ∨ (B → E))))
649,not_proved,not_proved,1.5458092093467712e-05,not_proved,3.224983811378479e-05,(¬(C ∨ B) ∨ ((⊤ → C) → (D ∧ B)))
650,not_proved,not_proved,1.1165859177708626e-05,not_proved,2.929195761680603e-05,"¬((P(a) ∨ R(a, a)) ∨ (P(b, b) ∧ Q(b, a)))"
651,not_proved,not_proved,9.207986295223236e-06,not_proved,1.937500201165676e-05,¬¬(A ∧ E)
652,not_proved,not_proved,6.332993507385254e-06,not_proved,1.1875061318278313e-05,"(⊤ → P(c, c))"
653,valid,valid,2.2124964743852615e-05,valid,5.133403465151787e-05,((((A ∧ C) ∨ C) ∧ B) → (((C ∧ (D ∨ B)) → ((A ∨ A) ∨ (D ∧ D))) ∨ (((A ∧ C) ∨ C) ∧ B)))
654,not_proved,not_proved,3.058300353586674e-05,not_proved,7.895799353718758e-05,((¬(D → A) ∨ ((⊤ ∧ A) → (B ∨ C))) → ((¬B ∨ (B ∧ B)) ∧ ((A ∧ A) ∧ (D ∨ E))))
655,valid,valid,3.958120942115784e-06,valid,7.3339324444532394e-06,((B → C) ∨ ¬(B → C))
656,not_proved,not_proved,2.270890399813652e-05,not_proved,5.4208096116781235e-05,(((¬C ∨ (B ∧ E)) → ((D ∧ E) ∨ (E ∨ B))) ∧ (((C ∨ B) → (D → C)) → (¬⊥ ∧ (D → B))))
657,valid,valid,2.583954483270645e-06,valid,5.58304600417614e-06,((E → E) → (E → E))
658,valid,valid,2.375105395913124e-06,valid,4.333909600973129e-06,(B → B)
659,not_proved,not_proved,1.0875053703784943e-05,not_proved,2.7125002816319466e-05,"(¬⊥ ∧ (Q(a) → R(c, b)))"
660,valid,valid,7.958151400089264e-06,valid,2.033403143286705e-05,((¬(⊤ ∨ D) ∨ ((B → C) → (C ∨ A))) → (¬((C ∧ ⊥) ∧ (C → B)) ∨ (¬(⊤ ∨ D) ∨ ((B → C) → (C ∨ A)))))
661,not_proved,not_proved,1.5458092093467712e-05,not_proved,3.316695801913738e-05,(((⊤ ∧ (D ∨ A)) → ¬C) ∧ (¬¬B ∧ ⊤))
662,valid,valid,2.2165942937135696e-05,valid,5.974993109703064e-05,(((¬(E ∨ E) → ((⊤ ∨ B) ∨ (C ∨ D))) ∧ (((⊤ ∨ B) ∨ (C ∨ D)) → ((B ∨ D) ∨ (E → E)))) → (¬(E ∨ E) → ((B ∨ D) ∨ (E → E))))
663,valid,valid,6.00004568696022e-06,valid,1.2124888598918915e-05,(((A ∨ C) → (C → A)) ∨ ((⊤ → B) ∨ ¬⊥))
664,valid,valid,1.0458054021000862e-05,valid,2.6541994884610176e-05,(((D ∧ (⊥ ∧ D)) ∧ ((A ∨ E) ∧ ¬⊥)) → ((((E → B) ∧ (A ∧ A)) → (B → C)) ∨ ((D ∧ (⊥ ∧ D)) ∧ ((A ∨ E) ∧ ¬⊥))))
665,not_proved,not_proved,8.416129276156425e-06,not_proved,1.5791039913892746e-05,((D ∧ A) → (B ∧ ⊤))
666,valid,valid,6.2498729676008224e-06,valid,1.4125136658549309e-05,(((A → A) → ⊤) → (¬⊤ → ¬(A → A)))
667,valid,valid,3.833090886473656e-06,valid,7.00005330145359e-06,((A → A) ∨ (A ∧ B))
668,not_proved,not_proved,1.0375166311860085e-05,not_proved,2.0750099793076515e-05,¬((⊤ ∧ ⊥) ∨ (A ∨ ⊤))
669,not_proved,not_proved,1.795915886759758e-05,not_proved,4.016701132059097e-05,((((C ∨ B) → (E → D)) → ((D ∨ E) ∨ (A ∧ A))) → E)
670,not_proved,not_proved,8.124858140945435e-06,not_proved,1.5666941180825233e-05,((⊥ → A) → ¬B)
671,valid,valid,8.499948307871819e-06,valid,2.3167114704847336e-05,(¬¬(((⊥ → B) ∨ C) → ((B ∨ B) ∨ (⊥ ∨ E))) → (((⊥ → B) ∨ C) → ((B ∨ B) ∨ (⊥ ∨ E))))
672,valid,valid,2.0624836906790733e-05,valid,6.404099985957146e-05,(((¬E ∧ ((E → C) ∧ ¬C)) → (((A ∨ A) → (D ∨ ⊥)) → ⊤)) → (¬(((A ∨ A) → (D ∨ ⊥)) → ⊤) → ¬(¬E ∧ ((E → C) ∧ ¬C))))
673,not_proved,not_proved,1.4250166714191437e-05,not_proved,3.008311614394188e-05,(⊤ ∧ (((⊥ → C) → (B ∧ C)) → E))
674,valid,valid,3.708992153406143e-06,valid,9.832903742790222e-06,((((⊤ ∨ A) ∧ (B → E)) → ¬(C ∧ B)) → (((⊤ ∨ A) ∧ (B → E)) → ¬(C ∧ B)))
675,not_proved,not_proved,1.9665807485580444e-05,not_proved,4.091719165444374e-05,(¬((E → E) ∧ (B ∧ E)) ∨ (¬(⊤ ∧ D) ∧ ((D ∨ E) ∨ ¬D)))
676,valid,valid,3.0421651899814606e-06,valid,7.166992872953415e-06,(((C → ⊤) ∧ (A ∧ ⊥)) → ((C → ⊤) ∧ (A ∧ ⊥)))
677,not_proved,not_proved,6.125075742602348e-06,not_proved,1.0709045454859734e-05,((A ∨ A) ∨ (E ∨ E))
678,valid,valid,3.458932042121887e-06,valid,6.542075425386429e-06,((A ∧ D) ∨ ¬(A ∧ D))
679,not_proved,not_proved,1.0249903425574303e-05,not_proved,1.8750084564089775e-05,(E ∨ (¬(D ∨ D) → ¬B))
680,valid,valid,3.666151314973831e-06,valid,6.708083674311638e-06,((C ∧ D) ∨ (B → ⊤))
681,not_proved,not_proved,8.875038474798203e-06,not_proved,1.9041122868657112e-05,((E → ⊤) → (B ∧ ⊥))
682,not_proved,not_proved,2.8330832719802856e-06,not_proved,5.458015948534012e-06,¬A
683,valid,valid,5.332985892891884e-06,valid,1.2125121429562569e-05,(((D → A) → (C ∨ E)) → (((D → A) → (C ∨ E)) ∨ ¬(D ∨ D)))
684,valid,valid,8.165836334228516e-06,valid,2.1124957129359245e-05,((((B ∨ E) ∧ (E ∨ C)) ∨ ((B → D) → (⊥ ∧ E))) → ((((B ∨ E) ∧ (E ∨ C)) ∨ ((B → D) → (⊥ ∧ E))) ∨ (¬B ∧ ((C ∧ C) → (E → A)))))
685,not_proved,not_proved,8.833128958940506e-06,not_proved,1.8124934285879135e-05,((B ∨ A) → (A ∧ B))
686,valid,valid,5.6999968364834785e-05,valid,0.00013254093937575817,(((¬B ∧ ¬A) ∧ ((¬B ∧ ¬A) → ((D → C) ∧ (E ∧ B)))) → ((D → C) ∧ (E ∧ B)))
687,not_proved,not_proved,8.750008419156075e-06,not_proved,2.2582942619919777e-05,"(P(a, c) → (R(b, a) → P(a)))"
688,valid,valid,7.60830007493496e-05,valid,0.000219833105802536,((((E ∨ D) → (D → A)) ∧ ((D → A) → (B ∧ ⊥))) → ((E ∨ D) → (B ∧ ⊥)))
689,not_proved,not_proved,1.2292061001062393e-05,not_proved,2.887495793402195e-05,(((C ∧ A) ∧ (B ∨ E)) ∧ ((C → ⊤) → (D ∨ B)))
690,valid,valid,5.332985892891884e-06,valid,1.091696321964264e-05,(((¬B → (B ∧ C)) ∧ C) → (¬B → (B ∧ C)))
691,not_proved,not_proved,1.0624993592500687e-05,not_proved,2.0166859030723572e-05,¬((A ∧ E) ∧ (B → B))
